"Cocunut";"Mortgage_YN";"AGE_AT_ORIGINATION";"AGE";"YEARS_WITH_BANK";"MARTIAL_STATUS";"EDUCATION";"EMPLOYMENT";"GENDER";"CUST_INCOME";"CURRENT_ADDRESS_DATE";"CURRENT_JOB_DATE";"CURRENT_WITH_BANK_DATE";"CURRENT_BALANCE_EUR"
68153;"N";NA;62;9;"M";"SEC";"RET";"M";221,9586154;2001-06-01;1993-01-31;2007-11-14;2250,234
68154;"N";NA;55;11;"W";"HGH";"PVE";"F";428,8769231;1968-11-29;1985-05-08;2005-11-11;435,0366154
68155;"N";NA;35;1;"M";"HGH";"PVE";"F";256,7435385;2007-01-01;2011-10-01;2015-12-25;0
68158;"N";NA;40;10;"M";"PRS";"STE";"M";663,0923077;2002-01-01;2002-09-25;2006-07-13;2252,295077
68163;"N";NA;53;1;"M";"HGH";"PVE";"M";269,2307692;1964-09-28;2006-06-01;2015-12-21;86,61915385
68165;"N";NA;39;5;"M";"HGH";"STE";"M";276,9230769;1978-08-19;2012-03-31;2012-04-30;1296,008231
68171;"N";NA;33;3;"M";"HGH";"SFE";"F";178,1538462;2000-01-01;2010-08-05;2014-02-20;1135,878462
68172;"N";NA;62;11;"M";"BCR";"STE";"F";398,2437692;1980-03-01;2004-09-01;2005-11-07;4872,397846
68177;"N";NA;33;5;"S";"HGH";"PVE";"M";513,0986923;1984-02-22;2015-03-06;2012-05-09;2148,895077
68180;"N";NA;37;1;"M";"HGH";"PVE";"M";338,368;1987-07-05;9999-10-01;2016-06-20;2250,234
68185;"N";NA;43;9;"M";"HGH";"STE";"M";404,2923077;2008-10-10;2012-07-23;2007-09-18;2194,616077
68197;"N";NA;36;4;"M";"HGH";"PVE";"F";492,4118462;2000-03-07;2009-03-23;2012-07-26;2148,895077
68198;"N";NA;54;12;"M";"HGH";"STE";"M";315,7;1963-12-21;1988-03-01;2005-06-23;4297,790615
68201;"N";NA;64;1;"D";"HGH";"RET";"M";288,3416923;2014-05-01;9999-10-01;2016-06-23;1501,605231
68203;"N";NA;37;10;"M";"HGH";"PVE";"M";527,7856923;1982-01-01;2006-10-01;2006-10-02;1101,056231
68220;"N";NA;41;1;"M";"PRS";"PVE";"M";342,3076923;2012-06-01;2012-05-16;2016-06-30;269,328
68229;"N";NA;62;5;"W";"HGH";"RET";"F";251,1188462;1975-10-01;1997-08-20;2012-06-02;4292,002154
68230;"N";NA;49;13;"S";"HGH";"PVE";"M";675,3034615;1975-09-01;2015-11-03;2003-08-02;4297,790615
68232;"N";NA;51;12;"M";"HGH";"PVE";"M";307,4548462;1966-01-30;1994-09-20;2004-08-16;1165,398615
68235;"N";NA;26;1;"S";"HGH";"PVE";"M";187,1769231;1992-01-01;2015-10-14;2016-06-10;3558,861692
68238;"N";NA;67;4;"M";"HGH";"RET";"M";185,5417692;1950-10-20;9999-10-01;2012-10-29;2310,177615
68239;"N";NA;37;9;"M";"HGH";"STE";"F";542,5303077;2009-11-11;2005-10-17;2007-12-20;2189,095846
68241;"N";NA;60;1;"D";"HGH";"RET";"M";217,1692308;1997-01-01;2000-11-04;2015-08-18;1011,676923
68246;"N";NA;64;13;"S";"BCR";"RET";"F";286,8358462;2000-04-07;9999-10-01;2003-07-08;1507,002692
68247;"N";NA;43;10;"M";"BCR";"PVE";"M";2487,630846;1999-08-15;2004-01-16;2007-04-23;3441,347615
68248;"N";NA;41;12;"D";"BCR";"PVE";"F";564,9573846;2012-11-01;2005-05-05;2005-05-06;2765,876692
68249;"N";NA;53;1;"S";"BCR";"SFE";"M";170,1461538;1997-07-26;2014-03-31;2016-06-10;2250,234
68252;"N";NA;30;1;"S";"BCR";"STE";"M";272,0279231;2015-01-01;2016-02-01;2016-06-24;279,2617692
68262;"N";NA;67;12;"M";"HGH";"RET";"F";226,9507692;2001-01-15;9999-10-01;2005-06-24;2140,927462
68266;"N";NA;67;3;"M";"HGH";"RET";"M";173,2528462;1950-01-27;1999-04-26;2014-02-06;3020,237154
68267;"N";NA;37;9;"M";"HGH";"PVE";"F";172,8523077;2011-10-01;2015-12-01;2008-05-09;2250,234
68269;"N";NA;38;12;"M";"BCR";"OTH";"F";1328,959615;2005-08-01;9999-10-01;2004-12-16;6239,117538
68270;"N";NA;61;4;"M";"HGH";"RET";"F";160,7830769;1977-01-01;9999-10-01;2013-05-27;4591,993308
68273;"N";NA;57;13;"M";"HGH";"RET";"F";255,7923077;2003-06-01;9999-10-01;2004-01-19;5034,000154
68276;"N";NA;35;1;"M";"HGH";"PVE";"F";694,5923077;2015-01-01;2008-07-08;2016-06-23;7435,858154
68278;"N";NA;44;13;"S";"BCR";"STE";"F";365,3135385;1984-08-01;1997-12-03;2004-01-22;5534,490077
68280;"N";NA;63;12;"S";"HGH";"RET";"M";260,1615385;1954-05-27;9999-10-01;2004-10-06;541,5163077
68283;"N";NA;31;10;"M";"HGH";"PVE";"M";330,0616923;1986-11-08;2007-01-25;2007-01-30;7435,858154
68284;"N";NA;57;12;"M";"BCR";"STE";"F";408,6021538;1960-10-20;1984-04-25;2004-08-06;2230,757308
68289;"N";NA;57;8;"D";"HGH";"PVE";"M";391,0933077;2015-01-01;2008-11-01;2008-12-09;604,3343846
68292;"N";NA;53;5;"S";"BCR";"RET";"M";270,6490769;2004-01-01;9999-10-01;2012-03-26;1266,744923
68300;"N";NA;57;3;"D";"HGH";"RET";"M";289,5578462;1975-02-05;9999-10-01;2013-10-18;1908,272231
68304;"N";NA;64;1;"M";"HGH";"RET";"M";163,8746154;1953-12-10;9999-10-01;2016-06-27;1551,683769
68307;"N";NA;31;3;"M";"HGH";"PVE";"M";322,0153846;2008-08-26;2013-09-06;2013-09-05;702,6201538
68308;"N";NA;27;6;"S";"HGH";"STE";"M";490,0769231;1990-04-21;2011-02-01;2010-10-27;701,1994615
68309;"N";NA;70;5;"M";"HGH";"RET";"F";958,3684615;2010-02-01;9999-10-01;2011-10-05;762,4753846
68315;"N";NA;65;13;"M";"HGH";"RET";"F";257,7405385;2004-10-25;9999-10-01;2004-06-03;5194,159462
68316;"N";NA;27;1;"S";"HGH";"PVE";"F";384,6153846;2000-05-01;2014-03-01;2016-06-29;268,7950769
68317;"N";NA;31;3;"M";"HGH";"PVE";"F";426,5123077;2010-01-01;2008-06-22;2013-10-28;2189,095846
68318;"N";NA;23;1;"S";"HGH";"PVE";"M";212,2384615;1994-01-31;2015-01-06;2016-04-27;1324,419154
68322;"N";NA;48;1;"M";"HGH";"RET";"M";450;1997-10-15;2001-09-07;2016-06-20;0
68323;"N";NA;54;1;"M";"HGH";"PVE";"M";241,0375385;1980-01-01;1986-11-20;2016-06-17;6157,918154
68324;"N";NA;41;11;"M";"BCR";"STE";"M";345,9223846;1984-01-01;2008-01-31;2005-10-20;4226,176308
68325;"N";NA;29;2;"M";"HGH";"PVE";"M";171,4769231;1988-07-26;9999-10-01;2014-12-02;3028,445615
68326;"N";NA;36;4;"M";"HGH";"STE";"M";399,4;1981-04-07;2000-11-06;2013-05-02;764,8722308
68327;"N";NA;44;9;"S";"HGH";"PVE";"M";308,7633077;2002-10-01;2007-07-21;2008-06-16;1609,041769
68328;"N";NA;23;2;"S";"HGH";"PVE";"F";165,8723077;2013-01-01;2012-01-03;2014-08-05;2230,757308
68332;"N";NA;31;5;"M";"HGH";"PVE";"F";184,3153846;2014-12-01;2015-06-01;2012-06-29;385,1730769
68335;"N";NA;60;11;"M";"BCR";"STE";"F";312,3934615;1980-07-20;1986-09-01;2005-08-18;1754,411615
68339;"N";NA;50;1;"M";"HGH";"PVE";"M";253,3873846;2010-01-01;2013-09-01;2016-06-28;4378,192077
68342;"N";NA;63;12;"M";"BCR";"RET";"F";300,4237692;1972-07-01;9999-10-01;2004-12-06;2709,270462
68354;"N";NA;50;11;"M";"HGH";"STE";"F";259,5815385;1987-12-31;1997-09-01;2005-08-30;2230,757308
68355;"N";NA;44;6;"M";"BCR";"PVE";"F";311,2751538;1973-08-14;2015-05-03;2011-02-07;4461,514846
68356;"N";NA;34;1;"M";"HGH";"PVE";"M";307,6923077;2006-01-01;2014-05-14;2016-06-24;186,3940769
68360;"N";NA;69;1;"M";"HGH";"RET";"F";218,9860769;2000-01-01;9999-10-01;2015-10-19;2333,722462
68361;"N";NA;33;12;"M";"HGH";"PVE";"F";320,3926923;2011-05-01;2004-12-15;2004-12-13;2230,757308
68365;"N";NA;41;3;"M";"HGH";"PVE";"M";183,1692308;1976-07-09;2010-08-01;2013-11-12;301,9817692
68367;"N";NA;57;12;"M";"HGH";"RET";"M";234,2692308;1990-09-16;9999-10-01;2005-05-25;2250,234
68368;"N";NA;46;5;"M";"HGH";"PVE";"M";389,9359231;1989-06-01;2012-10-01;2011-11-10;3018,106846
68369;"N";NA;60;10;"M";"BCR";"RET";"M";523,0769231;2001-01-01;1982-05-01;2007-06-25;190,9979231
68370;"N";NA;37;9;"M";"HGH";"PVE";"F";420,2993077;2014-01-01;2008-06-09;2008-06-09;10361,63054
68373;"N";NA;54;5;"M";"BCR";"PVE";"M";273,5076923;1963-07-22;2003-01-01;2011-08-15;4784,450692
68376;"N";NA;67;8;"S";"HGH";"RET";"M";700,2692308;1950-10-29;9999-10-01;2008-11-26;603,6646923
68381;"N";NA;52;2;"S";"HGH";"PVE";"F";179;2012-06-01;2015-05-14;2015-06-02;2543,289308
68382;"N";NA;51;1;"M";"HGH";"PVE";"F";172,6846154;1996-01-01;1985-12-23;2016-06-17;2250,234
68383;"N";NA;46;13;"M";"HGH";"PVE";"M";307,6923077;1979-09-30;2013-08-01;2004-05-12;4462,292538
68386;"N";NA;55;9;"M";"HGH";"STE";"F";173,7013077;1987-01-01;1993-02-25;2007-08-14;3308,097231
68388;"N";NA;56;11;"M";"HGH";"STE";"F";209,9512308;1990-01-01;1999-06-15;2005-09-14;1531,985923
68390;"N";NA;30;9;"S";"BCR";"PVE";"F";298,2034615;2014-01-01;2015-06-01;2008-03-26;7500,780385
68391;"N";NA;48;4;"M";"HGH";"PVE";"M";346,1538462;1970-05-20;1987-05-15;2012-12-17;217,1226923
68392;"N";NA;54;1;"*noval*";"BCR";"PVE";"M";0;9999-10-01;1995-10-16;2016-06-27;0
68399;"N";NA;61;6;"M";"HGH";"PVE";"M";423,0244615;1956-02-13;2009-07-02;2011-04-14;2189,095846
68403;"N";NA;35;6;"M";"BCR";"STE";"F";268,1113846;2005-09-19;2014-11-01;2010-07-21;2250,234
68411;"N";NA;39;10;"M";"HGH";"PVE";"M";166,8153846;2002-09-12;2013-03-22;2006-12-01;4311,635231
68413;"N";NA;44;13;"S";"BCR";"PVE";"M";1138,223077;2015-06-01;2015-10-01;2004-03-23;7500,780385
68419;"N";NA;38;2;"S";"HGH";"PVE";"M";188,0923077;2002-10-10;2015-07-01;2015-05-13;3365,144308
68424;"N";NA;63;2;"M";"HGH";"RET";"F";158,0416154;1989-03-01;9999-10-01;2014-08-13;3999,278385
68427;"N";NA;23;0;"S";"HGH";"PVE";"F";182,5538462;1994-02-14;2016-01-01;2016-07-06;44,21784615
68433;"N";NA;32;4;"M";"HGH";"PVE";"M";167,1794615;2013-01-01;2015-04-14;2013-05-22;2587,029538
68434;"N";NA;59;12;"M";"HGH";"RET";"M";346,3186923;2012-01-01;9999-10-01;2004-10-08;2250,234
68441;"N";NA;50;10;"M";"HGH";"PVE";"F";192,1512308;1990-08-05;2007-07-01;2006-11-14;1866,892538
68442;"N";NA;42;8;"S";"HGH";"STE";"F";190,9307692;2000-10-01;2009-07-01;2008-11-19;268,6277692
68443;"N";NA;48;11;"M";"HGH";"STE";"F";453,1846154;1999-01-01;1991-10-08;2006-06-24;7500,780385
68444;"N";NA;42;10;"S";"PRS";"STE";"M";390,5178462;1986-04-01;2007-04-18;2007-05-04;609,2776154
68447;"N";NA;61;4;"W";"BCR";"RET";"F";330,7692308;1991-02-01;1997-12-26;2012-10-08;434,6394615
68449;"N";NA;60;8;"M";"HGH";"PVE";"M";184,4783077;1976-01-01;2007-01-03;2009-06-10;3514,847077
68460;"N";NA;51;9;"M";"SEC";"STE";"M";179,1076923;1991-12-31;1989-02-13;2008-05-06;876,6342308
68461;"N";NA;43;11;"S";"HGH";"PVE";"M";190,2230769;1974-01-17;2015-08-01;2006-01-10;2189,095846
68463;"N";NA;63;0;"M";"HGH";"STE";"M";308,9846154;1954-04-28;1976-05-24;2016-07-06;626,3535385
68464;"N";NA;36;10;"M";"HGH";"PVE";"M";330,7692308;1984-01-01;2013-01-01;2006-11-15;4500,468231
68465;"N";NA;39;0;"M";"HGH";"PVE";"F";323,0769231;1997-05-19;2014-03-01;2016-07-08;280,6084615
68467;"N";NA;64;8;"M";"BCR";"RET";"F";179,9030769;1980-02-01;2003-08-15;2008-10-27;0
68468;"N";NA;32;7;"S";"HGH";"PVE";"M";252,2175385;1985-07-28;2014-03-06;2010-05-26;2228,960462
68469;"N";NA;61;9;"M";"HGH";"RET";"M";271,7073846;1976-12-07;9999-10-01;2007-07-25;2269,547846
68471;"N";NA;62;0;"M";"BCR";"STE";"M";640,3230769;1955-02-01;1984-06-01;2016-07-06;4378,192077
68472;"N";NA;36;4;"M";"HGH";"PVE";"F";269,8457692;2007-10-01;2011-07-14;2012-09-28;5095,591462
68479;"N";NA;72;12;"M";"HGH";"RET";"M";246,6773846;1969-05-01;9999-10-01;2005-02-04;1547,724154
68480;"N";NA;34;2;"S";"BCR";"STE";"M";339,9769231;1983-08-09;2013-09-30;2014-11-28;2189,095846
68483;"N";NA;47;12;"D";"HGH";"STE";"F";195,9306923;2008-11-01;2004-05-01;2005-01-28;2864,946615
68486;"N";NA;55;14;"M";"HGH";"STE";"F";300;1989-02-01;1995-01-06;2003-04-10;222,8773077
68487;"N";NA;42;0;"M";"BCR";"PVE";"F";493,6456154;2008-12-27;9999-10-01;2016-07-04;920,1276923
68490;"N";NA;49;0;"M";"HGH";"PVE";"F";268,1615385;2010-08-01;2014-06-16;2016-07-07;4539,095846
68491;"N";NA;51;14;"D";"BCR";"STE";"F";4329,519538;2003-08-01;1985-10-10;2003-06-17;17235,95315
68497;"N";NA;56;0;"M";"HGH";"STE";"F";469,663;2010-01-01;1999-12-16;2016-07-08;4500,468231
68500;"N";NA;61;11;"M";"PRS";"RET";"M";237,9630769;1956-02-23;9999-10-01;2005-10-15;1269,165923
68504;"N";NA;58;12;"M";"BCR";"STE";"F";552,7076923;2006-01-01;2005-06-06;2004-11-22;7952,579538
68510;"N";NA;39;1;"M";"HGH";"STE";"M";377,5461538;2006-01-01;2002-01-15;2016-06-29;7500,780385
68512;"N";NA;37;10;"S";"BCR";"PVE";"M";196,7384615;2013-09-01;2010-06-08;2007-05-31;362,1732308
68513;"N";NA;33;3;"M";"HGH";"STE";"M";419,0307692;1984-07-30;2007-08-01;2013-07-30;2189,095846
68524;"N";NA;52;0;"M";"HGH";"PVE";"M";438,4615385;1971-01-01;2003-08-01;2016-07-06;230,2344615
68525;"N";NA;64;0;"M";"HGH";"RET";"M";162,5326923;1953-09-30;9999-10-01;2016-07-06;0
68527;"N";NA;50;13;"M";"BCR";"STE";"M";687,554;1967-10-30;1987-03-17;2004-03-31;4500,468231
68528;"N";NA;67;1;"D";"HGH";"RET";"M";283,0211538;1983-01-01;9999-10-01;2016-03-07;76,92307692
68534;"N";NA;23;2;"M";"HGH";"PVE";"F";202,53;1994-07-19;2015-05-11;2014-11-17;2256,395154
68545;"N";NA;33;2;"M";"BCR";"PVE";"F";368,8986154;2014-03-01;2011-05-01;2015-03-16;2250,234
68547;"N";NA;63;9;"W";"HGH";"RET";"F";206,4646923;1980-07-01;9999-10-01;2007-11-09;1484,275462
68552;"N";NA;59;11;"M";"BCR";"STE";"F";407,0543846;2002-01-01;1977-05-08;2005-10-03;1656,873308
68556;"N";NA;56;1;"M";"HGH";"PVE";"F";307,6923077;1984-09-08;2013-09-16;2015-12-30;2189,095846
68567;"N";NA;63;12;"M";"HGH";"RET";"F";194,3323077;1985-01-01;9999-10-01;2005-06-15;2343,710615
68570;"N";NA;69;11;"M";"HGH";"RET";"F";190,3907692;2001-09-01;9999-10-01;2006-01-17;0
68573;"N";NA;42;11;"D";"HGH";"STE";"F";285,8615385;1975-07-15;2005-05-16;2005-12-12;4276,039538
68577;"N";NA;47;10;"W";"HGH";"PVE";"F";257,0282308;2002-12-31;2003-11-01;2006-11-09;4539,095846
68600;"N";NA;50;12;"M";"BCR";"PVE";"M";734,9692308;2007-06-01;2005-01-10;2005-02-02;4500,468231
68603;"N";NA;44;11;"M";"HGH";"PVE";"M";181,7757692;1996-05-05;2010-05-18;2006-03-03;2543,310615
68610;"N";NA;30;4;"M";"BCR";"STE";"M";362,9461538;1992-05-15;2012-08-01;2012-10-01;7442,509154
68613;"N";NA;38;11;"S";"HGH";"PVE";"M";321,099;1979-01-06;2009-11-26;2005-11-10;1297,420077
68618;"N";NA;57;11;"S";"BCR";"STE";"M";336,2923077;2000-05-06;1987-09-01;2005-09-20;2071,091538
68622;"N";NA;46;6;"M";"HGH";"PVE";"M";306,6433077;1977-01-01;1998-05-01;2010-07-28;2269,547846
68627;"N";NA;48;5;"S";"BCR";"PVE";"F";2124,796154;2010-06-01;2003-07-17;2012-03-19;2026,013769
68628;"N";NA;39;3;"M";"BCR";"PVE";"F";398,2196154;2007-10-06;2015-03-09;2013-07-17;2228,960462
68630;"N";NA;44;0;"M";"HGH";"PVE";"M";991,5076923;1988-06-01;9999-10-01;2016-07-06;4539,095846
68636;"N";NA;56;9;"M";"HGH";"STE";"M";614,107;1983-05-01;1993-03-08;2008-03-03;7868,868077
68637;"N";NA;24;1;"M";"BCR";"PVE";"F";384,6153846;2015-05-01;2012-08-01;2016-02-19;276,3366923
68645;"N";NA;33;3;"M";"HGH";"PVE";"M";177,5692308;2013-03-01;2014-05-01;2014-06-16;2250,234
68648;"N";NA;24;2;"S";"HGH";"PVE";"M";192,3076923;1993-06-21;2016-03-01;2015-01-26;78,78723077
68655;"N";NA;35;0;"S";"HGH";"PVE";"F";238,4615385;1992-01-01;2013-11-01;2016-07-08;2189,095846
68659;"N";NA;52;2;"M";"HGH";"SFE";"M";229,3961538;2004-07-25;2008-10-02;2014-12-15;4500,468231
68660;"N";NA;54;11;"M";"HGH";"PVE";"F";451,0786154;1987-05-29;2006-06-07;2005-07-20;7500,780385
68675;"N";NA;34;10;"M";"HGH";"PVE";"M";582,9860769;1985-12-31;2015-08-10;2006-12-25;3991,652769
68676;"N";NA;72;5;"M";"BCR";"RET";"M";278,6123077;1945-03-01;9999-10-01;2012-06-08;1700,613846
68677;"N";NA;55;14;"S";"HGH";"PVE";"F";576,5607692;1999-01-01;2003-12-15;2002-12-04;13457,03077
68682;"N";NA;63;13;"D";"BCR";"STE";"F";513,1153846;2001-01-01;1994-09-01;2004-05-10;2189,095846
68688;"N";NA;51;12;"M";"BCR";"STE";"M";458,5307692;2003-10-29;1987-07-01;2005-06-29;2189,095846
68692;"N";NA;31;2;"S";"HGH";"PVE";"M";171,5384615;1986-09-13;2015-09-01;2015-05-11;2250,234
68695;"N";NA;42;11;"M";"BCR";"PVE";"F";241,6076923;1989-01-01;2005-02-01;2006-06-19;1656,839385
68711;"N";NA;39;0;"M";"BCR";"PVE";"F";570,8769231;1990-01-01;2008-04-10;2016-07-08;2250,234
68712;"N";NA;63;0;"M";"BCR";"STE";"F";463,2230769;1980-01-01;1998-12-28;2016-07-06;403,464
68715;"N";NA;48;12;"S";"BCR";"PVE";"M";961,3615385;2009-03-01;2003-04-01;2004-08-05;2162,713462
68724;"N";NA;50;10;"W";"HGH";"PVE";"F";218,5615385;2000-05-01;2009-08-26;2006-12-11;2250,234
68729;"N";NA;52;10;"M";"BCR";"SFE";"M";217,8307692;2011-04-01;2013-04-01;2007-06-19;4909,744231
68733;"N";NA;44;12;"M";"BCR";"STE";"M";983,0139231;2002-10-31;2002-12-25;2005-06-15;7565,159692
68734;"N";NA;39;10;"S";"BCR";"PVE";"M";1374,765846;1989-12-23;2007-02-10;2007-02-12;407,2445385
68737;"N";NA;48;10;"M";"HGH";"STE";"F";264,3869231;1997-12-31;1996-05-03;2007-02-26;4500,468231
68757;"N";NA;63;0;"M";"BCR";"STE";"F";463,2230769;1980-01-01;1998-12-28;2016-07-06;7296,986692
68760;"N";NA;56;12;"D";"HGH";"STE";"F";402,3846154;1999-06-28;1985-03-03;2005-03-14;6626,008692
68761;"N";NA;65;11;"M";"HGH";"RET";"M";251,5615385;1985-12-30;9999-10-01;2005-08-09;4267,130538
68763;"N";NA;41;11;"M";"BCR";"PVE";"M";1082,292308;2004-01-01;2006-04-03;2006-05-05;2250,234
68768;"N";NA;55;11;"M";"BCR";"STE";"M";375,7076923;2002-09-17;2002-09-22;2005-08-25;4500,468231
68770;"N";NA;41;13;"M";"MAS";"PVE";"F";2605,315385;2007-07-27;2011-07-01;2004-03-01;7296,986692
68775;"N";NA;31;1;"M";"HGH";"STE";"F";226,8384615;2007-05-26;2011-10-10;2015-12-27;4703,643538
68776;"N";NA;48;10;"M";"HGH";"STE";"M";269,2307692;1969-07-31;2013-04-01;2007-04-17;4905,090923
68779;"N";NA;50;0;"W";"HGH";"STE";"F";223,0515385;2000-12-31;2007-11-22;2016-07-06;2269,547846
68782;"N";NA;59;11;"D";"BCR";"STE";"F";407,11;1992-07-01;2005-09-06;2005-07-06;3222,308077
68784;"N";NA;38;8;"M";"BCR";"OTH";"F";395,5479231;2014-01-01;9999-10-01;2008-07-08;5584,550385
68786;"N";NA;43;10;"M";"HGH";"PVE";"M";448,6801538;2010-08-01;2007-06-18;2006-07-26;11214,19223
68789;"N";NA;62;11;"M";"BCR";"RET";"F";434,2538462;2001-12-04;2003-01-01;2005-08-29;7296,986692
68795;"N";NA;68;3;"W";"HGH";"RET";"F";258,982;2000-03-01;9999-10-01;2014-05-27;493,8306154
68799;"N";NA;66;3;"M";"HGH";"RET";"M";306,7918462;1983-04-01;1998-10-05;2013-07-18;5301,370077
68801;"N";NA;44;12;"M";"HGH";"STE";"M";729,9460769;2001-10-22;1993-06-19;2004-08-05;2250,234
68803;"N";NA;35;1;"M";"BCR";"PVE";"F";367,6769231;2012-07-26;2013-05-01;2016-06-27;7500,780385
68805;"N";NA;60;8;"M";"HGH";"RET";"F";275,5103077;2007-01-12;9999-10-01;2008-07-09;2250,234
68807;"N";NA;42;11;"S";"HGH";"STE";"M";273,3615385;1975-07-28;2013-12-06;2006-06-08;755,3449231
68813;"N";NA;38;10;"M";"HGH";"PVE";"M";891,5250769;2003-01-01;2010-01-01;2006-09-14;484,039
68815;"N";NA;49;0;"M";"BCR";"STE";"F";307,6923077;1989-03-01;1996-06-24;2016-07-07;148,5421538
68816;"N";NA;47;11;"M";"BCR";"PVE";"F";928,0769231;1999-12-09;2011-12-26;2005-10-05;4457,921154
68819;"N";NA;50;14;"M";"HGH";"PVE";"F";222,1076923;1990-01-01;2002-10-15;2002-10-28;2250,234
68825;"N";NA;47;8;"M";"HGH";"PVE";"F";298,5313846;2001-01-01;2010-01-11;2009-06-23;609,2776154
68827;"N";NA;52;4;"M";"HGH";"PVE";"M";193,9615385;1965-03-16;2007-06-21;2012-10-08;2269,547846
68829;"N";NA;57;11;"W";"SEC";"RET";"F";139,1323077;1995-01-01;9999-10-01;2005-09-22;2250,234
68831;"N";NA;64;6;"M";"SEC";"RET";"M";212,196;1982-05-11;9999-10-01;2011-04-18;3876,238231
68838;"N";NA;51;3;"M";"HGH";"PVE";"F";237,2296154;1981-03-01;2015-12-05;2014-06-12;4500,468231
68839;"N";NA;50;13;"D";"BCR";"STE";"F";556,4230769;1977-01-07;2003-05-15;2004-05-31;2189,095846
68841;"N";NA;51;8;"M";"HGH";"PVE";"M";346,1538462;1966-09-20;2005-11-18;2008-09-25;353,3816923
68847;"N";NA;54;2;"M";"PRS";"PVE";"F";197,9538462;2002-01-01;2011-10-06;2014-07-17;1337,495692
68850;"N";NA;40;11;"M";"HGH";"PVE";"M";276,9230769;1997-01-01;2003-02-01;2005-08-09;1657,703077
68852;"N";NA;63;14;"W";"HGH";"RET";"F";263,8153846;2005-01-01;9999-10-01;2002-10-21;0
68855;"N";NA;43;3;"M";"HGH";"PVE";"M";184,6153846;1974-12-23;2015-03-01;2014-03-24;2269,547846
68856;"N";NA;22;1;"S";"HGH";"PVE";"F";323,0769231;1995-06-08;2015-01-26;2015-12-08;3699,653846
68859;"N";NA;58;11;"D";"BCR";"PVE";"F";548,7056923;1959-12-28;2007-08-01;2005-07-08;4485,676923
68863;"N";NA;49;11;"M";"HGH";"STE";"M";476,252;2003-01-01;1989-10-29;2005-07-14;4378,192077
68870;"N";NA;37;13;"D";"HGH";"PVE";"F";532,4384615;1989-03-06;2010-01-01;2003-10-08;9330,378615
68871;"N";NA;27;3;"S";"BCR";"STE";"F";395,4769231;1990-11-06;2015-10-01;2013-10-16;4500,468231
68875;"N";NA;60;11;"M";"BCR";"STE";"F";469,7923077;2000-12-20;1994-09-01;2005-07-11;2189,095846
68878;"N";NA;55;0;"M";"BCR";"RET";"M";523,0769231;1997-06-01;2001-09-24;2016-07-07;286,7337692
68882;"N";NA;55;11;"M";"HGH";"STE";"F";288,9324615;2000-05-01;1999-03-29;2005-12-09;189,4403077
68883;"N";NA;55;12;"D";"HGH";"STE";"M";417,7563846;1985-05-25;2002-09-23;2005-03-16;7269,062923
68885;"N";NA;44;12;"M";"BCR";"PVE";"M";1168,707692;1973-05-22;2010-11-01;2005-06-09;1078,079615
68886;"N";NA;55;11;"M";"HGH";"STE";"F";288,9324615;2000-05-01;1999-03-29;2005-12-09;4378,192077
68893;"N";NA;31;11;"S";"BCR";"PVE";"M";187,3133846;1986-08-13;2008-06-06;2006-05-15;1095,281692
68896;"N";NA;22;0;"M";"HGH";"PVE";"F";165,8823077;2014-01-01;2015-07-01;2016-07-05;167,4726923
68897;"N";NA;64;11;"M";"BCR";"RET";"M";316,073;1997-02-28;2000-06-01;2005-09-07;2228,960462
68901;"N";NA;65;10;"M";"HGH";"STE";"M";250,5846154;1952-07-25;1979-01-01;2007-02-14;673,973
68904;"N";NA;41;5;"M";"HGH";"PVE";"M";180,0025385;1976-05-29;2015-05-01;2012-02-01;1268,706692
68908;"N";NA;39;11;"M";"BCR";"PVE";"F";432,6364615;2004-12-01;2005-11-01;2005-11-16;3005,403615
68910;"N";NA;66;3;"M";"HGH";"RET";"M";234,6304615;2001-01-01;9999-10-01;2014-06-19;0
68915;"N";NA;47;11;"S";"HGH";"PVE";"M";364,3807692;2008-03-16;2008-10-01;2006-01-09;2228,960462
68916;"N";NA;50;11;"M";"BCR";"STE";"F";375,6060769;1996-06-01;1991-09-01;2006-03-20;2189,095846
68919;"N";NA;50;8;"M";"BCR";"PVE";"F";785,9692308;2005-01-01;1997-06-01;2008-07-31;2250,234
68921;"N";NA;41;3;"M";"HGH";"PVE";"M";172,3076923;1976-03-02;2012-08-20;2013-12-27;2250,234
68926;"N";NA;28;8;"M";"HGH";"STE";"M";612,7535385;1989-06-16;2008-03-01;2008-07-21;2543,802154
68928;"N";NA;48;0;"M";"HGH";"PVE";"F";307,6923077;1969-10-31;2013-01-01;2016-07-06;305,5703846
68931;"N";NA;41;10;"M";"HGH";"STE";"M";254,8384615;1976-05-17;2008-01-10;2006-11-06;2269,547846
68934;"N";NA;67;12;"M";"BCR";"RET";"M";243,9896923;1971-03-10;9999-10-01;2004-10-20;3363,369077
68935;"N";NA;32;3;"S";"BCR";"PVE";"F";409,9076923;1985-12-01;2015-06-01;2014-05-28;6411,125154
68938;"N";NA;61;11;"M";"SEC";"RET";"M";207,2707692;1956-07-08;9999-10-01;2005-10-06;3959,359846
68948;"N";NA;62;0;"D";"BCR";"PVE";"F";344,4923077;2000-05-04;1986-04-15;2016-07-06;2189,095846
