MORTGAGE;MORTGAGE_TAKING_AGE;AGE;YEARS_WITH_BANK;MARITAL_STATUS;EDUCATION;EMPLOYMENT;GENDER;INCOME;ADDRESS_DATE;JOB_DATE;WITH_BANK_DATE;BALANCE
Y;53;53;14;M;BCR;STE;M;1429.53;2002-01-01;1991-11-18;2003-06-28;17942.56
Y;50;51;2;W;HGH;PVE;F;346.18;2008-07-01;2007-05-01;2014-12-27;23618.22
Y;43;44;14;D;BCR;PVE;F;4484.25;1983-04-01;2008-06-16;2003-05-20;65911.8
Y;38;39;6;M;BCR;PVE;M;1284.67;2011-05-01;2011-03-01;2011-04-08;42358.43
Y;37;38;14;M;BCR;PVE;F;1137.85;2004-10-01;2004-04-01;2002-10-22;45269.85
Y;35;36;6;M;BCR;PVE;M;7799.32;2013-07-04;2016-04-11;2011-02-03;159387.92
Y;38;39;12;S;BCR;PVE;M;1415.65;2011-02-02;2009-04-01;2004-12-13;58628.92
Y;59;60;11;D;HGH;RET;F;2791.03;1957-08-18;;2005-12-05;28998.92
Y;39;40;12;M;BCR;OTH;M;6689.79;2001-06-01;;2005-06-03;79581.6
Y;34;35;2;M;HGH;PVE;M;394.32;1982-04-05;2010-06-01;2014-11-29;18717.9
Y;35;36;8;M;BCR;PVE;M;2666.19;1981-02-24;2013-03-15;2009-01-28;45432.1
Y;26;27;2;S;HGH;SFE;M;1791.12;2009-09-01;2016-01-01;2014-11-18;70809.11
Y;35;36;10;D;BCR;PVE;F;842.38;1981-10-28;2009-01-02;2006-10-04;20463.84
Y;39;40;12;M;HGH;STE;M;327.0;1977-11-10;2007-03-14;2004-08-06;30740.26
Y;27;28;5;S;HGH;PVE;F;576.92;1996-01-01;2014-05-26;2011-11-07;20404.17
Y;31;32;4;S;HGH;PVE;F;307.69;2016-02-01;2014-05-15;2013-01-11;22689.38
Y;51;52;2;M;HGH;STE;M;658.97;2000-09-01;1991-07-16;2014-10-13;30026.7
Y;50;50;10;M;HGH;PVE;M;501.68;2005-11-01;2014-02-11;2006-07-11;23579.74
Y;37;37;8;M;BCR;PVE;M;914.72;1980-03-14;2013-04-01;2008-11-04;36272.57
Y;58;59;14;M;PHD;PVE;M;17135.16;1993-10-05;2013-12-01;2003-05-08;37923.08
Y;52;52;11;M;BCR;STE;M;886.16;2004-11-01;2001-01-01;2005-10-29;40738.2
Y;43;44;13;M;HGH;PVE;M;725.1;2004-05-01;2007-03-01;2004-03-17;42633.0
Y;36;36;13;S;BCR;STE;F;702.48;1989-05-01;2009-06-01;2003-07-26;34898.01
Y;25;26;1;S;HGH;PVE;M;769.23;2014-02-28;2016-02-01;2016-05-30;33159.0
Y;45;46;5;D;BCR;SFE;M;1328.27;1984-01-01;2009-08-01;2011-09-06;49380.7
Y;42;43;13;M;BCR;PVE;M;1112.3;2008-04-01;2005-12-01;2003-07-18;70486.56
Y;44;45;13;M;BCR;PVE;F;237.41;2010-06-01;1995-01-01;2003-12-09;14211.0
Y;33;33;3;S;HGH;STE;M;321.32;2011-10-01;2010-01-15;2014-05-29;52107.0
Y;36;37;0;M;BCR;PVE;M;934.28;1988-06-25;2011-01-05;2016-09-21;51538.56
Y;41;42;13;M;HGH;PVE;M;509.03;1975-05-28;2004-08-01;2003-10-28;38038.11
Y;38;38;11;M;BCR;SFE;F;246.97;2013-06-12;2001-06-11;2005-09-07;26527.2
Y;36;36;0;M;BCR;PVE;M;577.33;2013-01-01;2013-06-01;2016-10-05;36474.9
Y;51;52;14;D;BCR;STE;M;1990.01;2012-07-01;1987-10-01;2003-06-17;58188.92
Y;45;46;11;M;BCR;STE;F;448.19;2001-10-20;2005-11-01;2006-06-12;23685.0
Y;51;52;13;M;HGH;PVE;F;866.33;1987-01-01;2004-06-07;2004-06-21;21373.34
Y;51;52;15;M;BCR;STE;M;1112.65;2001-10-01;2011-06-18;2002-02-25;27948.3
N;;50;16;M;BCR;PVE;M;24954.29;2001-07-28;2001-07-16;2001-07-01;0.0
N;;67;16;S;BCR;RET;F;601.9;2004-05-01;;2001-03-01;0.0
N;;54;13;M;HGH;PVE;F;1047.91;1981-09-22;2001-08-16;2003-09-12;763.85
N;;59;16;W;HGH;PVE;F;1298.18;1972-01-01;2001-07-01;2001-03-01;167.57
N;;57;15;M;HGH;PVE;F;1037.25;1983-07-31;2001-10-17;2001-10-23;715.92
N;;66;15;M;HGH;RET;F;422.86;1968-09-01;;2001-10-23;356.16
N;;58;15;D;BCR;PVE;F;593.01;1961-10-01;2001-12-13;2001-12-20;0.0
N;;41;15;M;BCR;PVE;F;1174.46;2007-01-01;2002-03-18;2002-03-22;0.0
N;;55;15;M;BCR;PVE;M;1159.72;2003-08-31;;2002-06-06;0.0
N;;78;15;S;SEC;RET;M;1230.77;2008-01-01;;2002-06-26;0.0
N;;48;15;S;HGH;PVE;M;480.17;1996-01-01;2002-07-01;2002-07-03;0.0
N;;46;14;M;BCR;PVE;M;1462.93;1989-07-15;2002-10-21;2002-10-21;0.0
N;;55;13;S;HGH;PVE;F;486.86;1974-01-01;2002-12-01;2003-08-26;202.77
N;;40;14;D;BCR;PVE;F;1591.0;1997-07-01;2003-05-15;2003-05-20;0.0
N;;44;14;S;BCR;PVE;F;2144.07;1992-01-01;2014-12-01;2003-04-19;0.0
N;;55;13;M;BCR;PVE;F;2098.16;1977-09-01;2003-08-01;2003-08-04;0.0
N;;59;15;D;BCR;PVE;F;764.22;2001-03-03;2001-11-15;2001-11-16;0.0
N;;52;14;D;BCR;PVE;F;507.61;2005-06-05;2002-12-01;2002-12-13;0.0
N;;60;14;M;HGH;PVE;F;1174.46;1996-05-23;2002-12-01;2002-12-12;627.83
N;;50;14;D;HGH;STE;F;640.83;2002-12-12;2002-12-16;2002-12-19;0.0
N;;39;13;M;BCR;PVE;F;1104.33;2010-03-22;2003-08-01;2003-07-31;0.0
N;;57;14;D;HGH;PVE;F;626.35;2005-05-30;2002-11-18;2002-11-27;342.78
N;;50;13;D;BCR;PVE;F;605.3;2004-03-01;2003-07-08;2003-07-07;117.67
N;;56;13;M;HGH;PVE;F;982.96;2004-08-01;2003-08-01;2003-07-31;0.0
N;;46;14;M;HGH;PVE;M;265.52;2003-03-11;2003-06-16;2003-06-16;142.03
N;;40;13;M;HGH;PVE;F;681.25;2004-02-14;2003-12-02;2003-12-22;0.0
N;;39;12;M;HGH;PVE;F;524.14;2014-12-01;2005-04-11;2005-04-12;0.0
N;;44;15;S;BCR;PVE;M;431.19;1973-11-02;2013-04-01;2001-10-24;378.27
N;;83;15;S;SEC;RET;F;183.2;2008-09-16;;2001-10-08;0.0
N;;68;15;D;HGH;RET;F;259.55;2001-01-04;;2002-06-18;0.0
N;;34;14;M;HGH;PVE;M;217.41;1989-10-19;2002-10-15;2002-10-28;62.82
N;;51;14;D;HGH;PVE;F;222.78;2013-04-01;2002-10-21;2002-10-29;206.27
N;;58;14;M;HGH;RET;F;182.18;1990-01-01;;2002-10-30;70.91
N;;54;14;S;BCR;PVE;F;230.15;1978-11-29;2015-12-24;2003-05-16;239.16
N;;43;14;M;BCR;PVE;M;4994.31;2011-07-01;2014-05-19;2002-11-20;2281.04
N;;41;14;M;HGH;PVE;F;305.37;2006-01-01;2013-03-01;2002-12-26;203.98
N;;55;14;M;HGH;PVE;F;209.08;1986-01-01;2002-12-02;2002-12-26;208.95
N;;51;14;M;HGH;PVE;M;323.08;2001-12-08;2000-02-15;2003-01-10;6.64
N;;50;14;M;BCR;PVE;M;5028.79;2003-07-01;2001-12-01;2003-01-10;455.96
N;;52;14;S;HGH;PVE;F;774.15;1980-01-01;2012-11-27;2003-01-30;795.28
N;;62;14;W;BCR;STE;F;378.77;1970-01-01;1991-09-01;2003-02-04;0.0
N;;37;14;M;BCR;PVE;F;1169.11;2014-01-01;2005-06-06;2003-03-04;1616.05
N;;48;14;M;BCR;PVE;M;502.79;1997-04-01;2000-10-01;2003-03-27;0.0
N;;58;14;M;BCR;PVE;F;293.99;1991-01-01;2003-03-01;2003-04-03;0.0
N;;50;14;D;BCR;PVE;F;272.11;2007-01-01;2002-05-01;2003-04-14;0.0
N;;45;14;M;BCR;PVE;M;7738.12;2013-12-01;2006-10-01;2002-10-09;0.0
N;;55;14;S;SEC;PVE;F;1846.63;;2007-08-01;2002-07-10;0.0
N;;62;14;M;HGH;PVE;M;1831.41;1969-05-05;1980-06-01;2003-05-17;104.14
N;;37;14;S;BCR;PVE;F;700.52;2005-01-01;2014-02-01;2003-05-19;298.0
N;;68;14;M;BCR;RET;F;162.02;2000-01-01;;2003-05-16;0.0
N;;43;14;S;SEC;PVE;F;513.27;1976-01-01;2003-06-02;2003-06-26;43.97
N;;47;14;M;PRS;SFE;M;376.92;2012-01-01;2015-07-02;2003-06-26;1.55
N;;38;14;M;BCR;PVE;F;351.94;2000-01-01;2005-06-27;2003-07-04;0.0
N;;40;13;M;HGH;PVE;F;1167.38;2015-06-01;2004-12-01;2003-07-10;0.0
N;;41;13;M;BCR;STE;M;479.44;2013-01-01;2010-06-01;2003-07-12;57.6
N;;50;13;M;HGH;STE;F;0.0;1967-09-27;2010-03-01;2003-07-23;0.0
N;;53;13;S;BCR;STE;F;470.44;2002-03-01;2010-03-23;2003-07-24;0.0
N;;44;15;M;BCR;PVE;M;384.62;1997-06-01;1997-06-09;2001-09-24;230.75
N;;63;13;M;BCR;RET;F;438.08;1994-10-25;;2003-09-02;19.74
N;;65;13;W;HGH;RET;F;207.33;1998-03-01;;2003-09-13;0.0
N;;42;14;D;HGH;STE;M;527.98;2012-07-01;2003-08-01;2002-11-29;528.11
N;;66;13;M;BCR;RET;F;234.09;2005-01-01;;2003-10-07;0.0
N;;62;13;S;BCR;PVE;F;575.98;2003-09-02;2009-10-08;2003-10-27;0.0
N;;63;13;M;HGH;RET;M;243.59;1990-01-01;;2003-11-03;0.0
N;;45;14;D;HGH;PVE;M;647.12;2012-05-17;2014-12-01;2003-04-10;33.88
N;;41;13;M;BCR;SFE;F;365.38;2015-11-13;2013-11-12;2003-11-25;16.73
N;;43;13;M;HGH;PVE;F;226.36;2011-08-30;1999-11-01;2003-11-25;322.73
N;;65;14;M;BCR;RET;F;458.48;1997-01-01;;2003-03-21;0.0
N;;64;13;M;BCR;RET;M;234.74;1986-03-01;;2003-12-04;233.55
N;;64;15;M;BCR;OTH;M;811.19;1988-06-01;;2002-05-23;75.32
N;;39;14;M;BCR;PVE;F;366.4;2006-06-19;2014-07-07;2002-10-01;31.51
N;;55;14;D;HGH;PVE;F;1215.29;1998-01-01;2003-01-01;2003-01-20;94.01
N;;58;14;M;BCR;RET;F;222.65;2005-03-10;;2002-10-30;0.0
N;;69;13;M;HGH;RET;M;371.47;1986-03-01;;2003-10-03;0.0
N;;55;14;M;HGH;PVE;M;318.88;2001-10-15;2002-03-01;2002-11-07;170.45
N;;52;14;M;HGH;STE;F;286.92;1988-01-10;2010-09-29;2003-04-19;76.44
N;;59;14;M;HGH;STE;M;593.09;1958-03-04;2013-11-15;2003-06-12;40.9
N;;48;14;S;BCR;STE;F;988.03;1980-12-01;1997-05-03;2003-06-25;0.0
N;;39;14;S;HGH;PVE;M;952.58;2008-01-01;2015-01-12;2003-07-03;64.97
N;;50;13;M;HGH;PVE;F;999.55;1993-12-01;2001-05-20;2003-07-09;111.61
N;;59;14;D;BCR;PVE;F;2344.38;1996-07-01;2002-09-30;2003-01-22;537.61
N;;44;13;S;BCR;OTH;F;1975.59;2000-01-01;;2003-07-09;221.23
N;;53;15;M;BCR;PVE;M;1418.92;2014-02-25;2001-07-09;2001-12-15;151.74
N;;50;13;M;HGH;PVE;M;1891.06;2008-09-01;2001-06-28;2003-07-10;0.0
N;;42;13;M;MAS;PVE;F;1562.35;2014-07-14;2003-04-20;2003-07-10;0.0
N;;57;13;M;HGH;PVE;M;1888.95;1997-04-01;2001-03-29;2003-07-10;162.28
N;;44;15;M;BCR;PVE;F;1274.61;1999-09-10;2001-11-04;2002-03-25;85.2
N;;51;13;D;BCR;PVE;F;2024.35;2009-02-01;2001-09-12;2003-07-12;676.49
N;;64;15;M;BCR;STE;M;572.26;1993-01-01;1992-05-09;2002-05-10;104.94
N;;44;13;M;PRS;PVE;M;709.96;1980-03-01;1980-03-01;2003-08-15;11.58
N;;36;14;M;HGH;PVE;M;423.56;2007-09-16;2003-08-01;2002-08-20;404.72
N;;42;13;M;HGH;PVE;M;247.92;1986-01-01;2003-02-01;2003-09-04;0.0
N;;67;13;M;HGH;RET;M;395.38;1999-08-01;;2003-09-29;178.46
N;;44;13;M;BCR;STE;F;323.3;2004-07-25;2001-09-01;2003-09-29;194.99
N;;63;15;S;HGH;STE;F;351.48;1990-06-20;1979-10-18;2001-11-15;107.02
N;;65;13;M;BCR;STE;M;357.49;1965-05-01;2014-10-22;2003-10-22;0.0
N;;65;13;M;HGH;RET;F;271.75;1973-01-01;;2003-10-27;379.98
N;;53;13;M;HGH;PVE;F;230.77;1993-11-01;2012-02-01;2003-10-29;228.68
N;;73;13;M;BCR;RET;M;236.58;1998-09-01;;2003-11-14;79.02
N;;40;13;M;BCR;PVE;M;221.83;1977-04-28;2002-04-01;2003-11-18;0.0
N;;75;14;M;BCR;RET;M;456.89;2003-01-01;;2002-08-01;0.0
N;;67;14;M;HGH;RET;M;210.95;2001-04-05;;2002-10-30;210.88
N;;58;14;M;HGH;STE;F;234.33;2007-01-24;2001-09-03;2002-11-08;221.42
N;;51;14;M;HGH;PVE;M;221.56;1971-01-01;1992-02-01;2002-12-10;221.45
N;;46;14;M;HGH;PVE;M;412.98;1971-03-12;2006-02-01;2002-12-10;0.0
N;;56;14;S;BCR;PVE;F;1062.53;1985-12-31;2002-06-17;2002-12-13;0.0
N;;62;14;D;BCR;RET;M;312.3;2009-12-31;;2003-01-15;320.28
N;;44;14;M;HGH;PVE;M;761.44;2012-11-01;2006-09-01;2003-01-30;0.0
N;;37;15;M;BCR;STE;F;336.09;;;2001-12-17;78.11
N;;50;14;D;HGH;PVE;F;3746.0;1984-01-01;2007-02-19;2003-04-18;66.64
N;;60;14;M;BCR;RET;M;200.94;1997-01-01;;2003-05-28;205.32
N;;61;13;D;HGH;RET;F;229.07;1956-01-12;;2003-07-23;117.98
N;;42;13;M;HGH;PVE;M;864.0;1985-12-01;2013-03-01;2003-08-08;499.68
N;;46;13;M;BCR;STE;F;396.83;1978-01-01;2002-01-15;2003-08-15;355.44
N;;70;13;M;BCR;RET;M;285.66;1998-07-24;;2003-08-14;0.0
N;;65;13;M;BCR;STE;M;269.07;1990-09-30;1996-11-07;2003-08-19;269.52
N;;51;14;M;BCR;PVE;F;521.42;2007-01-01;2008-03-18;2003-01-13;112.83
N;;69;13;M;HGH;RET;M;471.05;2012-01-01;;2003-08-27;482.31
N;;59;13;S;HGH;PVE;M;1293.68;1984-04-01;1984-04-01;2003-07-24;0.0
N;;41;13;M;HGH;STE;M;422.52;1976-09-24;2000-05-31;2003-10-17;0.0
N;;47;15;M;HGH;PVE;M;538.46;1986-12-01;2007-10-01;2002-02-25;323.72
N;;42;13;M;HGH;PVE;M;188.08;2010-01-01;2002-12-01;2003-09-27;0.0
N;;45;13;S;BCR;STE;M;331.44;1998-01-01;2003-08-18;2003-10-01;0.0
N;;54;13;M;HGH;PVE;M;519.01;2000-01-18;2003-01-28;2003-10-14;506.31
N;;67;15;M;BCR;RET;M;451.03;1973-01-01;;2002-06-12;208.7
N;;56;13;M;PHD;STE;M;2362.38;2005-05-01;1989-03-17;2003-10-21;0.0
N;;38;14;S;BCR;STE;M;293.7;1979-06-04;2001-08-01;2003-05-22;10.5
N;;55;14;M;BCR;PVE;F;2645.18;2006-05-01;2001-03-16;2003-06-02;0.0
N;;68;13;M;BCR;RET;M;445.58;1949-03-03;;2003-12-02;41.79
N;;60;13;M;PRS;STE;M;246.15;1998-02-15;2012-04-23;2003-12-03;209.97
N;;47;14;S;SEC;STE;F;354.05;2001-01-01;;2003-02-11;298.1
N;;51;14;M;BCR;PVE;M;640.28;1998-01-01;2010-07-28;2003-03-17;0.0
N;;51;14;M;BCR;PVE;F;1528.02;1994-01-01;2013-04-01;2003-03-28;1559.74
N;;56;14;M;BCR;STE;M;4642.48;2004-04-01;1991-06-11;2003-05-20;0.0
N;;48;14;M;BCR;PVE;M;485.61;1972-03-08;2015-09-01;2003-05-21;8.22
N;;67;14;M;BCR;RET;M;312.18;1966-06-01;;2003-05-27;425.26
N;;42;14;M;HGH;PVE;F;532.58;1975-11-17;2003-06-01;2003-07-05;12.43
N;;63;13;M;HGH;RET;F;399.0;2006-04-19;;2003-07-07;410.14
N;;42;14;M;HGH;PVE;M;528.62;1983-12-31;2014-05-08;2003-02-07;0.0
N;;61;13;M;BCR;STE;F;538.89;1979-07-14;2001-01-17;2003-07-26;0.0
N;;37;13;M;HGH;PVE;F;565.35;2001-02-01;2006-08-01;2003-08-18;21.98
N;;59;13;W;HGH;RET;F;769.23;1982-01-01;;2003-09-29;0.0
N;;46;13;S;BCR;PVE;M;163.69;2007-10-20;2010-07-01;2003-10-31;0.0
N;;70;15;M;BCR;RET;M;335.78;1980-01-01;;2001-10-29;60.35
N;;59;15;M;HGH;STE;F;649.8;2003-09-01;1980-10-01;2002-01-09;533.89
N;;45;14;M;BCR;PVE;M;166.82;2010-05-01;2001-11-16;2003-02-19;0.0
N;;52;14;M;PHD;STE;M;814.92;1995-09-01;1989-11-01;2003-03-08;267.51
N;;42;15;S;BCR;PVE;M;429.69;2010-03-01;2012-07-01;2001-12-08;114.4
N;;65;14;W;HGH;RET;F;242.33;2007-07-01;;2003-06-02;0.0
N;;67;14;M;BCR;RET;M;599.95;1950-01-26;;2003-06-17;20.18
N;;54;13;M;HGH;PVE;M;618.49;1963-09-01;1997-01-01;2003-10-01;252.69
N;;64;13;M;HGH;RET;F;207.58;2000-05-01;;2003-10-07;76.93
N;;69;14;S;HGH;RET;M;244.7;1974-01-01;;2002-12-24;0.0
N;;66;14;M;HGH;RET;M;331.47;1996-06-01;;2003-02-07;0.0
N;;50;14;M;HGH;STE;M;625.8;1967-01-16;1988-03-14;2002-08-05;0.0
N;;49;14;M;BCR;STE;F;552.37;2001-01-01;1998-04-01;2003-02-12;38.63
N;;59;14;M;HGH;RET;F;253.63;1977-03-08;;2003-02-14;205.85
N;;54;14;M;HGH;PVE;M;245.3;1963-02-16;2014-12-01;2003-02-20;209.72
N;;40;14;M;BCR;PVE;F;468.48;1999-08-01;2002-01-01;2003-02-26;382.55
N;;44;14;M;MAS;PVE;M;1178.62;1979-03-01;2005-05-01;2003-03-12;0.0
N;;64;14;D;HGH;RET;F;286.14;2008-09-19;;2003-03-24;0.0
N;;56;14;M;SEC;PVE;F;384.62;1987-01-01;1993-06-13;2003-04-10;0.0
N;;61;14;M;HGH;PVE;M;397.28;1981-01-01;2003-04-01;2003-05-08;332.38
N;;61;14;M;HGH;RET;M;435.98;1981-05-01;;2003-06-07;0.0
N;;56;14;M;HGH;PVE;M;348.22;1968-04-01;2003-06-03;2003-06-27;0.0
N;;56;13;M;HGH;STE;F;272.36;1982-02-02;1983-10-05;2003-07-16;258.94
N;;46;13;M;BCR;STE;F;362.95;2004-10-12;1994-09-01;2003-07-18;81.78
N;;57;13;M;BCR;STE;F;363.91;1991-12-10;1984-09-01;2003-07-24;22.41
N;;65;13;W;BCR;RET;F;279.27;2013-01-01;;2003-08-12;65.45
N;;66;13;M;BCR;STE;F;796.4;1990-08-12;1984-09-01;2003-10-28;0.69
N;;54;13;W;BCR;STE;F;659.12;1990-11-17;2014-04-01;2003-09-19;174.82
N;;55;13;S;BCR;STE;M;564.48;2006-07-01;1985-08-31;2003-09-27;103.68
N;;67;15;M;BCR;RET;F;261.54;1974-05-01;;2002-02-28;90.0
N;;51;13;M;BCR;PVE;M;1129.42;2005-11-02;2002-10-05;2003-10-30;286.62
N;;49;13;M;MAS;STE;F;403.2;2013-10-10;1992-09-01;2003-11-03;0.0
N;;66;13;M;HGH;RET;F;369.94;1995-01-01;;2003-11-12;374.28
N;;41;13;M;BCR;PVE;F;797.42;2011-07-08;2008-07-01;2003-11-27;0.0
N;;44;14;M;BCR;PVE;M;384.62;2005-06-01;2011-02-05;2002-11-06;100.02
N;;46;13;S;BCR;STE;M;400.61;1976-06-01;2005-04-22;2003-11-19;0.0
N;;64;15;M;BCR;RET;M;482.41;1989-01-01;;2002-07-02;62.87
N;;76;15;M;BCR;RET;M;417.88;;;2002-07-02;95.14
N;;75;15;M;BCR;RET;M;530.99;1977-05-01;;2002-07-04;1.49
N;;48;15;M;PHD;STE;M;774.02;1991-08-01;1996-02-10;2002-05-24;0.0
N;;49;15;M;BCR;STE;M;429.68;1976-01-01;2000-11-13;2001-12-28;0.0
N;;50;14;M;HGH;RET;F;231.2;1999-09-01;;2003-02-10;71.17
N;;69;14;M;BCR;RET;M;537.83;1985-12-15;;2003-03-28;0.0
N;;68;13;D;BCR;RET;M;393.33;1984-03-15;;2003-08-21;0.0
N;;46;14;M;BCR;PVE;M;2658.58;1974-12-01;2008-07-01;2003-07-02;1579.85
N;;39;14;M;HGH;PVE;M;732.63;2007-01-01;2010-01-01;2003-02-26;79.44
N;;54;14;M;BCR;STE;M;828.21;1996-01-01;1994-06-01;2003-04-05;38.9
N;;63;13;D;HGH;RET;F;234.54;1991-08-15;;2003-07-28;185.3
N;;55;13;M;HGH;OTH;M;346.63;1996-11-06;1996-11-06;2003-07-22;193.19
N;;44;13;M;BCR;PVE;M;1013.68;2007-08-28;2006-01-01;2003-09-15;398.13
N;;58;13;S;BCR;PVE;F;229.64;2015-04-22;2008-09-01;2003-09-29;0.0
N;;47;14;M;HGH;PVE;F;299.87;1998-01-01;1996-10-02;2003-01-11;291.89
N;;48;13;M;BCR;STE;F;447.54;2008-01-01;2012-04-18;2003-10-17;360.02
N;;49;13;S;HGH;PVE;M;239.73;1968-03-11;2014-04-01;2003-12-01;29.12
N;;63;14;M;PHD;STE;M;806.17;2011-02-10;2013-10-18;2003-04-08;11.54
N;;61;13;M;HGH;PVE;M;289.94;1990-01-01;2010-09-01;2003-08-11;288.25
N;;51;13;M;BCR;STE;M;619.43;2014-09-01;2012-06-12;2003-11-07;301.02
N;;61;13;M;BCR;RET;M;297.87;1982-03-01;;2003-08-28;0.0
N;;63;13;W;HGH;RET;M;289.17;1954-06-17;;2003-09-15;0.0
N;;34;13;M;BCR;PVE;M;423.08;2005-06-01;2011-11-01;2003-11-22;0.0
N;;61;13;M;BCR;STE;M;406.29;1956-01-18;2005-09-01;2003-08-18;60.64
N;;54;13;S;HGH;PVE;F;567.47;1963-03-26;2015-08-01;2003-08-20;207.4
N;;48;13;D;HGH;PVE;M;656.69;1972-07-01;2015-01-12;2003-11-26;158.08
N;;73;14;M;HGH;RET;M;308.11;1986-01-01;;2003-06-09;29.67
N;;67;13;M;BCR;RET;F;369.11;1977-04-13;;2003-08-11;0.0
N;;62;13;M;HGH;RET;F;337.83;1997-07-23;;2003-09-29;0.0
N;;60;13;M;HGH;PVE;M;276.92;2001-07-12;1986-02-16;2003-10-21;234.68
N;;43;13;M;HGH;PVE;M;462.92;2004-11-10;2015-07-18;2003-10-24;467.39
N;;53;13;S;PRS;STE;M;190.09;1973-01-01;2002-11-13;2003-10-30;0.0
N;;52;13;M;HGH;STE;F;199.39;1973-01-01;2003-05-26;2003-10-30;204.05
N;;46;13;W;HGH;STE;F;525.98;1996-07-20;1997-09-01;2003-11-06;473.18
N;;36;13;M;HGH;STE;M;500.51;1981-10-12;1998-06-01;2003-12-02;426.51
N;;60;14;M;BCR;STE;F;1056.16;1957-03-08;1987-01-01;2003-04-14;0.0
N;;55;13;M;BCR;STE;M;693.23;2002-11-01;2000-06-01;2003-12-08;506.76
N;;61;13;M;BCR;PVE;F;384.62;1998-01-01;1997-08-15;2003-12-06;195.54
N;;45;13;S;HGH;PVE;M;2717.95;2000-01-01;2013-09-01;2003-12-09;53.28
N;;63;13;W;HGH;STE;F;791.18;1985-01-01;2003-11-18;2003-12-22;117.72
N;;49;15;M;BCR;PVE;M;213.42;1989-12-01;1997-10-01;2002-02-19;101.18
N;;72;13;M;BCR;RET;M;920.84;1989-12-10;;2003-12-10;544.21
N;;61;13;M;HGH;PVE;M;295.53;1990-09-01;2012-01-20;2003-12-05;58.07
N;;44;13;M;BCR;STE;F;446.44;2011-12-01;2015-04-06;2003-12-15;66.91
N;;41;13;M;BCR;PVE;F;1023.08;2007-09-15;2012-01-09;2003-12-24;0.0
N;;38;13;M;HGH;STE;F;266.45;;2004-03-16;2003-12-24;348.8
N;;51;13;D;BCR;PVE;F;1750.63;1973-09-01;2004-06-21;2003-12-24;748.5
N;;38;13;M;HGH;PVE;F;588.08;2006-01-01;2012-05-01;2003-12-24;0.0
N;;45;13;M;HGH;STE;F;320.41;2002-12-19;1996-02-12;2003-12-24;96.52
N;;60;13;S;BCR;PVE;F;868.53;1980-05-01;1979-11-05;2003-12-27;0.0
N;;44;13;M;HGH;STE;F;201.33;1997-04-29;2007-06-06;2004-01-09;196.41
N;;57;13;D;HGH;STE;F;460.29;1980-01-01;1987-02-01;2004-01-09;61.47
N;;52;13;D;BCR;STE;F;364.1;2006-01-01;1987-09-01;2004-01-05;373.52
N;;54;13;D;PRS;STE;M;236.12;1979-09-15;1994-05-16;2004-01-09;0.0
N;;54;13;D;HGH;PVE;F;1036.71;2007-05-01;2003-11-10;2003-12-10;0.0
N;;60;13;M;HGH;PVE;M;267.94;1967-12-15;1977-06-15;2004-01-10;268.82
N;;47;13;M;PHD;STE;M;707.16;2005-11-15;1998-03-16;2004-01-12;333.01
N;;63;13;M;HGH;RET;M;176.08;1976-08-14;;2003-12-24;67.74
N;;57;13;M;HGH;STE;M;309.91;2004-10-11;1990-05-01;2004-01-13;233.23
N;;52;13;M;HGH;PVE;M;293.01;1987-03-05;2012-02-01;2004-01-10;41.01
N;;55;14;S;HGH;PVE;F;576.56;1999-01-01;2003-12-15;2002-12-04;429.88
N;;58;15;M;BCR;PVE;M;3053.57;2013-10-01;2013-11-01;2002-04-23;4.11
N;;48;13;M;HGH;STE;M;318.36;1985-01-01;2003-12-01;2004-01-14;0.0
N;;46;13;M;HGH;STE;M;340.57;1971-03-21;2003-12-15;2004-01-14;181.62
N;;45;13;M;SEC;STE;F;233.98;1991-08-03;1996-10-01;2004-01-14;0.0
N;;46;13;M;BCR;STE;F;441.97;2009-05-25;1995-08-01;2004-01-14;100.26
N;;51;13;M;HGH;PVE;M;230.77;2000-02-16;2013-08-01;2004-01-15;0.0
N;;46;13;M;HGH;PVE;F;185.9;1971-04-16;2013-06-01;2004-01-15;57.7
N;;60;13;M;HGH;STE;F;292.26;1978-01-01;1981-09-07;2004-01-15;271.57
N;;49;13;M;BCR;STE;F;397.55;2005-01-01;1990-09-01;2004-01-15;51.91
N;;42;13;M;BCR;STE;M;834.81;2005-12-26;2010-07-29;2004-01-15;852.63
N;;55;13;D;BCR;STE;M;342.18;1991-03-01;1998-10-13;2004-01-15;62.78
N;;66;14;M;BCR;RET;F;423.08;1980-07-01;;2002-07-12;0.0
N;;69;13;M;BCR;RET;F;399.16;1984-04-20;;2004-01-16;0.0
N;;51;13;S;BCR;STE;M;358.28;1966-05-28;2013-12-02;2004-01-19;0.0
N;;47;13;M;PRS;PVE;M;464.78;1970-12-23;2016-07-01;2004-01-19;131.04
N;;51;13;M;HGH;PVE;F;794.84;1974-04-01;2004-01-19;2004-01-19;47.25
N;;47;15;M;HGH;PVE;M;1025.31;2008-10-11;2001-07-20;2002-05-20;467.11
N;;67;13;M;BCR;RET;M;286.29;2004-11-09;;2004-01-20;0.0
N;;42;13;M;MAS;STE;F;476.15;2015-03-01;2005-02-10;2004-01-21;0.0
N;;47;13;S;HGH;PVE;F;421.81;1976-12-28;2011-03-14;2004-01-22;370.08
